lookback_period,leverage,capital_allocation,momentum_threshold,sharpe_ratio,calmar_ratio,annual_return,max_drawdown,error_type,error_msg
107,1,0.7000000000000001,0.04,0.07635603780771345,0.05855463353790571,0.018409281182329096,-0.31439495168920717,,
107,1,0.7000000000000001,0.05,0.14824136154861195,0.10549087337566743,0.032938032972084086,-0.3122358543263477,,
107,1,0.7000000000000001,0.06,-0.3557327882703706,-0.17872949750855396,-0.0707706703507196,-0.3959652510483477,,
107,1,0.7000000000000001,0.07,-0.379039612479792,-0.1796729165066208,-0.06679903462262349,-0.37178132309196416,,
107,1,0.7000000000000001,0.08,-0.05567944511756643,-0.028740869497349154,-0.008865666934897432,-0.30846898823694724,,
107,1,0.7000000000000001,0.09,0.42676092177755176,0.28486278255781605,0.06038000722981529,-0.21196172658167622,,
107,1,0.7000000000000001,0.1,0.2785698914604437,0.16778773068198302,0.036043270037372066,-0.2148146940832449,,
107,1,0.8,0.0,-0.41054355857410285,-0.29201168320069393,-0.15682660333269982,-0.5370559205499869,,
107,1,0.8,0.01,-0.09517548764790641,-0.08157136623765673,-0.03373167384047504,-0.4135234629048434,,
107,1,0.8,0.02,0.18740741950084908,0.19157639533091517,0.06067639446072559,-0.3167216626866665,,
107,1,0.8,0.03,-0.05847853251743482,-0.05299641115946822,-0.017424036285847322,-0.32877766446142426,,
107,1,0.8,0.04,0.058937223989648006,0.045855091629950454,0.016239590359403477,-0.3541502106343305,,
107,1,0.8,0.05,0.13216822412379825,0.09554718552271403,0.03356195620881919,-0.35126054237192206,,
107,1,0.8,0.06,-0.36694818470973956,-0.18956528475401202,-0.08343074150734375,-0.44011614054549614,,
107,1,0.8,0.07,-0.38882312741659397,-0.18944516770681924,-0.07831223573691415,-0.413376792265867,,
107,1,0.8,0.08,-0.06689674964247305,-0.03525051381953578,-0.012173444413670742,-0.3453409069720918,,
107,1,0.8,0.09,0.4178043806632747,0.28242649465963465,0.0675574817193958,-0.239203768048789,,
107,1,0.8,0.1,0.2696974242130967,0.1646384358712224,0.03988033118863421,-0.24222977446061245,,
107,1,0.9,0.0,-0.4259182358957447,-0.31495998624272104,-0.18303715267900078,-0.5811441474281271,,
107,1,0.9,0.01,-0.11616551461682557,-0.10226287051544096,-0.04631722427516638,-0.45292317770576185,,
107,1,0.9,0.02,0.16658944972170017,0.17274493963409046,0.06067824363696661,-0.35125916721783973,,
107,1,0.9,0.03,-0.07659407482721886,-0.07055777237909092,-0.02567438197951588,-0.3638774455856294,,
107,1,0.9,0.04,0.04153284797853467,0.03280251850284911,0.012874477977922849,-0.3924844361204954,,
107,1,0.9,0.05,0.11602775441824316,0.08524670683003581,0.03314626676294252,-0.38882753358471994,,
107,1,0.9,0.06,-0.37785361969186654,-0.2007061785111851,-0.09664902323796876,-0.4815448331232246,,
107,1,0.9,0.07,-0.3983559580702246,-0.1994697614635057,-0.09026125616737657,-0.45250596133033655,,
107,1,0.9,0.08,-0.07805822722217254,-0.04198957622977467,-0.015980106389278492,-0.3805731761100044,,
107,1,0.9,0.09,0.40870243146012936,0.2797962983081576,0.07434644503483478,-0.2657163282158661,,
107,1,0.9,0.1,0.26075037924635214,0.16133083217963518,0.04337699164639153,-0.2688698189946299,,
107,1,1.0,0.0,-0.4402860268466066,-0.33834922728116046,-0.21023518894384252,-0.6213556053702523,,
107,1,1.0,0.01,-0.13674688360489223,-0.12363604234724407,-0.060581529320946625,-0.48999893696691943,,
107,1,1.0,0.02,0.1456526386179364,0.1532544147791213,0.05894695217087831,-0.38463461072776206,,
107,1,1.0,0.03,-0.09449107543243809,-0.08849914322150365,-0.035192742023166246,-0.39766195176695296,,
107,1,1.0,0.04,0.024173475844168638,0.01939092984995777,0.008325963599447483,-0.4293741282069367,,
107,1,1.0,0.05,0.09984418691646811,0.07458202716901863,0.031692245348784676,-0.4249314017298478,,
107,1,1.0,0.06,-0.38843982839041424,-0.2121476729029457,-0.11039645467667525,-0.5203755156304728,,
107,1,1.0,0.07,-0.40763188046840426,-0.20974224468144884,-0.1026255952456524,-0.48929387306556926,,
107,1,1.0,0.08,-0.08915563087401454,-0.0489596189354555,-0.020279967308035718,-0.4142182424820591,,
107,1,1.0,0.09,0.39945991852660007,0.2769683316516852,0.08073905933157755,-0.29151007571910714,,
107,1,1.0,0.1,0.2517330360810608,0.15786263125246403,0.046529906984302594,-0.29474934387663276,,
113,1,0.1,0.0,-0.14115879574062393,-0.08350366407531185,-0.006742844484217025,-0.08074908519146733,,
113,1,0.1,0.01,-0.12309280959900817,-0.08656933265036099,-0.00544085077039691,-0.06284963281825902,,
113,1,0.1,0.02,-0.36458685993363027,-0.19376079502246535,-0.014868338765059108,-0.0767355375649404,,
113,1,0.1,0.03,0.15775824864039212,0.17350361897660738,0.00596888027903808,-0.03440205059839607,,
113,1,0.1,0.04,0.3462186722963115,0.3113408120350878,0.012017407948621717,-0.03859888419404317,,
113,1,0.1,0.05,0.2605848736431002,0.1718117018559426,0.008374758391864301,-0.048743818386050373,,
113,1,0.1,0.06,-0.16721195816868817,-0.08293257131070918,-0.004885138088542851,-0.058904939414461725,,
113,1,0.1,0.07,-0.37398605828836495,-0.1412147816504501,-0.009781054441097559,-0.06926367287320295,,
113,1,0.1,0.08,0.20414141513466733,0.10297447002074799,0.0048537824473822155,-0.04713578468919765,,
113,1,0.1,0.09,0.13564781839203816,0.07262328672642888,0.002927666539225271,-0.04031305482294899,,
113,1,0.1,0.1,0.3203676320796991,0.17206089705014552,0.006114517005567421,-0.035536935529200474,,
113,1,0.2,0.0,-0.1642105853432365,-0.10045379523204773,-0.015687955310503376,-0.15617085720120663,,
113,1,0.2,0.01,-0.14459183777351958,-0.1045115231721427,-0.012782267534650504,-0.12230486310678503,,
113,1,0.2,0.02,-0.3816448463060428,-0.20790789082784075,-0.031127972433510842,-0.1497200145197304,,
113,1,0.2,0.03,0.1391047338986918,0.15511747082422325,0.010526226172571151,-0.06785970733431639,,
113,1,0.2,0.04,0.33054227850969653,0.29962762947967975,0.022946546347553998,-0.07658354600809668,,
113,1,0.2,0.05,0.24535232694278403,0.16403137375232893,0.01577042005777929,-0.09614270548993302,,
113,1,0.2,0.06,-0.18126057188619957,-0.0918939282673933,-0.010591143520716773,-0.11525400775009446,,
113,1,0.2,0.07,-0.384976075267537,-0.1499895826632633,-0.02013696429190659,-0.1342557525285968,,
113,1,0.2,0.08,0.19263652374695595,0.0990822784342094,0.00916047120640262,-0.0924531747873074,,
113,1,0.2,0.09,0.12499577047385912,0.06800869292449299,0.005395529970166901,-0.07933588690136005,,
113,1,0.2,0.1,0.3116953957399151,0.1698249049188696,0.011897998467801818,-0.07006038645206865,,
113,1,0.30000000000000004,0.0,-0.18683649815469186,-0.11820991710240786,-0.02677430289248839,-0.22649794153305444,,
113,1,0.30000000000000004,0.01,-0.16576724697801176,-0.12309618431823592,-0.021981337245408628,-0.17857041927945635,,
113,1,0.30000000000000004,0.02,-0.39807539738795245,-0.22248713323793343,-0.048702138059586564,-0.21889867225491755,,
113,1,0.30000000000000004,0.03,0.1202830182652467,0.1360001233809091,0.013652945728305665,-0.10038921575141883,,
113,1,0.30000000000000004,0.04,0.3145032329313001,0.2875103701155268,0.03274965176974454,-0.1139077235947529,,
113,1,0.30000000000000004,0.05,0.22989048371885978,0.15571795418997386,0.022164877386986914,-0.14233989588603285,,
113,1,0.30000000000000004,0.06,-0.1951441418776712,-0.1011518802908684,-0.01710355091854554,-0.16908781991361146,,
113,1,0.30000000000000004,0.07,-0.3957112554948676,-0.15905702374413938,-0.03104773491288282,-0.19519876697068403,,
113,1,0.30000000000000004,0.08,0.18102987905087314,0.0949473467128748,0.012912808243381813,-0.13599967445568276,,
113,1,0.30000000000000004,0.09,0.11429110847138521,0.06319896345794047,0.007400183607131572,-0.11709343321835437,,
113,1,0.30000000000000004,0.1,0.3029201253998196,0.16743642913274653,0.017344544884843716,-0.10358883651951666,,
113,1,0.4,0.0,-0.20896400222161388,-0.136752925529171,-0.03992699887774476,-0.2919644952621351,,
113,1,0.4,0.01,-0.18656017346589296,-0.14184091606867005,-0.03298473946070246,-0.23254742266845918,,
113,1,0.4,0.02,-0.4138471900336319,-0.23749972813592293,-0.06750896309875754,-0.28424859105574063,,
113,1,0.4,0.03,0.1013329809292031,0.11617558943988579,0.015335982408455795,-0.1320069257439945,,
113,1,0.4,0.04,0.2981280022183988,0.27498138709921643,0.04139263546709948,-0.1505288627123135,,
113,1,0.4,0.05,0.2142221365214219,0.14709566343852834,0.027538952825221008,-0.1872179789768555,,
113,1,0.4,0.06,-0.20884606714919537,-0.11070868408501225,-0.02440595489572972,-0.22045203677959532,,
113,1,0.4,0.07,-0.40618301768819837,-0.16841596534456219,-0.0424924739413064,-0.25230668514336546,,
113,1,0.4,0.08,0.16933084111920016,0.09056446601902693,0.016104425726306548,-0.17782278673098043,,
113,1,0.4,0.09,0.10354101831352001,0.05819143494062428,0.008938841135733178,-0.15361094196858932,,
113,1,0.4,0.1,0.2940460919283263,0.16489232577302643,0.022448582809003748,-0.13614085861038872,,
113,1,0.5,0.0,-0.23052407597059832,-0.1560583514811948,-0.05505813456335118,-0.3528047941092454,,
113,1,0.5,0.01,-0.20691407067200268,-0.1611106947334109,-0.04572925845502829,-0.2838375101708566,,
113,1,0.5,0.02,-0.42893198888363593,-0.2529441494897792,-0.08746209502796443,-0.3457763115074481,,
113,1,0.5,0.03,0.0822949777064442,0.09567058836553727,0.015568405257070816,-0.1627292726327469,,
113,1,0.5,0.04,0.281444181852415,0.26203407320090255,0.048845279280486986,-0.18640812121802616,,
113,1,0.5,0.05,0.19837066806349404,0.13815245777305837,0.03187649370891377,-0.23073417746412414,,
113,1,0.5,0.06,-0.22235021203171873,-0.12056590394591844,-0.03248007803054154,-0.26939687728888045,,
113,1,0.5,0.07,-0.4163832809939835,-0.17806449698887417,-0.05444945673114787,-0.3057850253807191,,
113,1,0.5,0.08,0.15754891760286374,0.08592865695940513,0.01872986356933959,-0.21796993264060963,,
113,1,0.5,0.09,0.09275274354919451,0.052983616080462294,0.010009342830914925,-0.1889139241782682,,
113,1,0.5,0.1,0.2850776630731609,0.16218951909565443,0.027204874091877995,-0.1677350931402256,,
113,1,0.6,0.0,-0.25145167976574434,-0.17609630503180082,-0.07206775446303737,-0.40925194001102305,,
113,1,0.6,0.01,-0.2267750470134894,-0.1808785707193233,-0.060142384917668545,-0.3325014382770303,,
113,1,0.6,0.02,-0.44330474536279046,-0.26881596541235814,-0.10847135518946738,-0.4035153009720779,,
113,1,0.6,0.03,0.06320965151116646,0.07451446472133072,0.014349456041816255,-0.19257275879898442,,
113,1,0.6,0.04,0.2644803938015787,0.24866291192625478,0.05508141023668678,-0.22151035636959848,,
113,1,0.6,0.05,0.18235997446143304,0.12887687718341811,0.03516445229785847,-0.2728530754808116,,
113,1,0.6,0.06,-0.2356409476309246,-0.13072436735102266,-0.04130584610453014,-0.31597663803271797,,
113,1,0.6,0.07,-0.42630447768118357,-0.18799991412859626,-0.06689619378487466,-0.3558309805350024,,
113,1,0.6,0.08,0.14569374696005635,0.08103519166981207,0.020784584584805588,-0.256488374452114,,
113,1,0.6,0.09,0.08193357480378805,0.04757319853425957,0.010610160409608493,-0.22302810692805627,,
113,1,0.6,0.1,0.27601929882272,0.1593250083371607,0.03160852459832375,-0.19839022717283883,,
113,1,0.7000000000000001,0.0,-0.27168618258221416,-0.19683148086743846,-0.09084495001785253,-0.46153668924045005,,
113,1,0.7000000000000001,0.01,-0.246092177925141,-0.201114616536444,-0.07614299926617418,-0.3786049993655051,,
113,1,0.7000000000000001,0.02,-0.45694367265994845,-0.2851076784732849,-0.13044341000184767,-0.45752331435040766,,
113,1,0.7000000000000001,0.03,0.04411774115103368,0.0527336187853372,0.011684552926209513,-0.221576921807203,,
113,1,0.7000000000000001,0.04,0.24726617842032397,0.23486352812464256,0.06007905243196676,-0.25580409573036256,,
113,1,0.7000000000000001,0.05,0.16621438603530533,0.11925810938861002,0.037392950457399765,-0.31354639654358846,,
113,1,0.7000000000000001,0.06,-0.24870319118144849,-0.14118412192324664,-0.050861470178459434,-0.360249222686031,,
113,1,0.7000000000000001,0.07,-0.4359395642615369,-0.198218698547037,-0.07980949988910768,-0.40263355815631596,,
113,1,0.7000000000000001,0.08,0.13377508134242005,0.07587961602276817,0.022264987185576235,-0.2934251430436269,,
113,1,0.7000000000000001,0.09,0.07109083913892564,0.04195806771300098,0.01074040050343239,-0.2559793882048674,,
113,1,0.7000000000000001,0.1,0.26687554662223667,0.1562958746137622,0.03565499236983061,-0.2281249742383866,,
113,1,0.8,0.0,-0.29117173949846614,-0.21822322933586746,-0.11126905680009769,-0.5098863999892671,,
113,1,0.8,0.01,-0.2648177893385381,-0.22178600970290768,-0.09364212761613666,-0.4222183704985472,,
113,1,0.8,0.02,-0.4698302965377977,-0.30180858550924505,-0.15328245263219453,-0.5078796959124251,,
113,1,0.8,0.03,0.025059889847795218,0.030150678313783017,0.007585250652640596,-0.251578109576828,,
113,1,0.8,0.04,0.22983188122057704,0.22056700647791533,0.06382055497834038,-0.2893476952761316,,
113,1,0.8,0.05,0.1499585860764522,0.10928605699992033,0.03855532854592081,-0.35279274963638696,,
113,1,0.8,0.06,-0.2615224431563141,-0.15194439425069647,-0.06112353504204959,-0.40227568343982795,,
113,1,0.8,0.07,-0.44528203101929803,-0.20871650263793703,-0.09316556466249948,-0.4463737341561097,,
113,1,0.8,0.08,0.12180276918201312,0.07045777185903492,0.02316841558909344,-0.3288269693717616,,
113,1,0.8,0.09,0.06023188933822746,0.036136313496317976,0.0103998067407296,-0.28779379340367034,,
113,1,0.8,0.1,0.25765103644915566,0.1530992878969417,0.03934009521857096,-0.2569580548607948,,
113,1,0.9,0.0,-0.3098576164588102,-0.2402256960342144,-0.13321093724006428,-0.5545240972934534,,
113,1,0.9,0.01,-0.2829077101832384,-0.2428571442268779,-0.11254376060831184,-0.4634154822440517,,
113,1,0.9,0.02,-0.4819494820604658,-0.3189046623344011,-0.17689088826190347,-0.5546826658696415,,
113,1,0.9,0.03,0.006076454889966811,0.007362059454688814,0.002069157642442976,-0.2810569046851628,,
113,1,0.9,0.04,0.21220853519230182,0.20563860856651991,0.06629269497811707,-0.32237474976238584,,
113,1,0.9,0.05,0.13361752800458473,0.09895140735492294,0.03864817817246968,-0.3905773470592977,,
113,1,0.9,0.06,-0.274084821990676,-0.16300355106031078,-0.0720670935413984,-0.44211977636446587,,
113,1,0.9,0.07,-0.45432590993525535,-0.21948813785731972,-0.10694002422107274,-0.4872246184465335,,
113,1,0.9,0.08,0.10978673752761035,0.06476581914035195,0.023493167483619626,-0.36274022000259626,,
113,1,0.9,0.09,0.04936409314279925,0.03010624081372493,0.00958876043137824,-0.31849743349581144,,
113,1,0.9,0.1,0.24835047575619565,0.14973251404993468,0.04266001773477601,-0.28490817779596767,,
113,1,1.0,0.0,-0.327698459557461,-0.26278803177416,-0.15653432993106342,-0.5956676522680797,,
113,1,1.0,0.01,-0.3003214918938489,-0.26428977097612577,-0.1327457246170911,-0.5022734104570491,,
113,1,1.0,0.02,-0.49328943656469926,-0.33637847876819393,-0.20117001620421104,-0.5980466317015539,,
113,1,1.0,0.03,-0.012792680188630133,-0.015614353511074828,-0.004840189159808217,-0.3099833212034815,,
113,1,1.0,0.04,0.1944277393877345,0.19033439529602056,0.06748675469331711,-0.35456941236688866,,
113,1,1.0,0.05,0.11721635134895587,0.08824570448086061,0.037671358601876204,-0.42689169771483493,,
113,1,1.0,0.06,-0.2863770962926598,-0.17435906325850836,-0.08366576625902755,-0.4798475324163846,,
113,1,1.0,0.07,-0.463065780997654,-0.23052756762025578,-0.12110803366512346,-0.5253516311100055,,
113,1,1.0,0.08,0.09773697417970273,0.05880025791561726,0.02323849912673248,-0.3952108366613197,,
113,1,1.0,0.09,0.038494822461283836,0.023866380049302693,0.008308279852139,-0.3481164648755245,,
113,1,1.0,0.1,0.2389786442916632,0.1461929219091905,0.04561131769158577,-0.3119940219808849,,
119,1,0.1,0.0,0.3686917321750675,0.31855149151329143,0.017589929374321134,-0.05521848066307736,,
119,1,0.1,0.01,-0.3558557479211899,-0.2171603627173576,-0.01582538511701148,-0.07287418808380246,,
119,1,0.1,0.02,-0.14142428046378921,-0.1190534786955697,-0.005824512905463819,-0.04892350034019262,,
119,1,0.1,0.03,0.22977085920709084,0.21982388384931897,0.008788730110179221,-0.03998077895941265,,
119,1,0.1,0.04,0.3274049728538061,0.22547218644714379,0.011552337153879488,-0.05123619607329102,,
119,1,0.1,0.05,0.2761760085261238,0.1674950618649474,0.00902392577888822,-0.05387577208792151,,
119,1,0.1,0.06,-0.17765408333938718,-0.08391101353651569,-0.0052470802950372875,-0.06253148512803873,,
119,1,0.1,0.07,0.14953210580184342,0.08431487624241296,0.003964030332360036,-0.04701460180007958,,
119,1,0.1,0.08,0.7301173172997418,0.45899232156342645,0.016954927003452136,-0.036939456733611604,,
119,1,0.1,0.09,0.5887017262987112,0.39815830914609196,0.0125411448731223,-0.03149788560238413,,
119,1,0.1,0.1,0.8395256092604224,0.8752663739438004,0.016611668755880826,-0.01897898656957595,,
119,1,0.2,0.0,0.3472677346326085,0.3064186490711835,0.03313562194699604,-0.10813839838872984,,
119,1,0.2,0.01,-0.37455304279044993,-0.23515975610979808,-0.03331375808053594,-0.14166436737152194,,
119,1,0.2,0.02,-0.161342439891309,-0.13802581333489766,-0.013289671621650068,-0.09628395805504,,
119,1,0.2,0.03,0.2113377649371652,0.20499368476081978,0.01616732935177989,-0.07886745082241643,,
119,1,0.2,0.04,0.311260716625662,0.21719315097732936,0.02196538867369857,-0.10113297115888945,,
119,1,0.2,0.05,0.26080308154313736,0.16075823240089593,0.017043244728681683,-0.10601786592290684,,
119,1,0.2,0.06,-0.19179596436714783,-0.09280194672558278,-0.011329532160271105,-0.12208291485277523,,
119,1,0.2,0.07,0.13647502148576068,0.0783012699096105,0.007235785544222217,-0.0924095554589992,,
119,1,0.2,0.08,0.7243089629347995,0.4613592981158498,0.033640088526934564,-0.07291516322379907,,
119,1,0.2,0.09,0.581483259625585,0.3975428736626867,0.024774738970476884,-0.06231966565573034,,
119,1,0.2,0.1,0.836284614128117,0.877681417567881,0.03309507855936422,-0.037707393476636535,,
119,1,0.30000000000000004,0.0,0.3251313273557574,0.2930378081439651,0.04653511255998111,-0.15880241820918584,,
119,1,0.30000000000000004,0.01,-0.39251443304514955,-0.25361151171125795,-0.052366938878002256,-0.20648486547260173,,
119,1,0.30000000000000004,0.02,-0.180954069794809,-0.1573653262981519,-0.022357603192881603,-0.14207451996459383,,
119,1,0.30000000000000004,0.03,0.1926289506309154,0.18873408998749525,0.02210415886954964,-0.11711799850792282,,
119,1,0.30000000000000004,0.04,0.29476263624748844,0.20853669579147835,0.031201700981656977,-0.1496221126130071,,
119,1,0.30000000000000004,0.05,0.24517637551430907,0.15367452622861574,0.024033080503826687,-0.15638948818409623,,
119,1,0.30000000000000004,0.06,-0.20576242519824606,-0.10201215846244611,-0.018231812290870675,-0.1787219539873022,,
119,1,0.30000000000000004,0.07,0.12333227707352207,0.07201254025666828,0.009808453201207712,-0.1362047938629614,,
119,1,0.30000000000000004,0.08,0.7181814903646386,0.4635589827969033,0.05003325269450043,-0.10793287273309347,,
119,1,0.30000000000000004,0.09,0.5740370696367936,0.3967509620172914,0.03668622868555049,-0.09246664078397777,,
119,1,0.30000000000000004,0.1,0.8327956603822936,0.8798570750473629,0.04943551036087923,-0.0561858417268715,,
119,1,0.4,0.0,0.3023519328072048,0.2783977578105319,0.057699684372015,-0.20725628261447226,,
119,1,0.4,0.01,-0.40969896724090343,-0.2724896146023241,-0.07287946283295754,-0.26745776325941467,,
119,1,0.4,0.02,-0.20021219510277233,-0.17643323145009532,-0.032982696051430005,-0.186941517651448,,
119,1,0.4,0.03,0.17368424563263052,0.1719596441307615,0.026573673694268996,-0.15453436082981103,,
119,1,0.4,0.04,0.2779391904411151,0.19948564259254734,0.039227837112734365,-0.1966449144054836,,
119,1,0.4,0.05,0.22931953016173867,0.14622979610214343,0.029971646427547016,-0.20496264938105657,,
119,1,0.4,0.06,-0.21953645182265197,-0.11154427671364585,-0.025936367321215403,-0.23252082567892485,,
119,1,0.4,0.07,0.11011739890224781,0.06544392481738188,0.011676655177920159,-0.1784222937500051,,
119,1,0.4,0.08,0.7117361441531955,0.465581822960448,0.06611230323623052,-0.14199932208660748,,
119,1,0.4,0.09,0.5663662587606444,0.39577690695137324,0.04826132477662526,-0.12194072955993575,,
119,1,0.4,0.1,0.829057937380207,0.8817867411896575,0.06561818095019745,-0.0744150233668393,,
119,1,0.5,0.0,0.2790030580278601,0.26249355234480526,0.0665548432151899,-0.2535484876510987,,
119,1,0.5,0.01,-0.4260700331892018,-0.29176516858525103,-0.09473954546787688,-0.3247116368525494,,
119,1,0.5,0.02,-0.21907168488037884,-0.19380100741577616,-0.04511197976836012,-0.2327747433818955,,
119,1,0.5,0.03,0.15454443027812076,0.1546762200736023,0.029556604619771054,-0.19108693376206515,,
119,1,0.5,0.04,0.26081997136366253,0.1900235362624289,0.04601457667846165,-0.2421519859251223,,
119,1,0.5,0.05,0.21325687038261046,0.1384103818922734,0.03484035743076919,-0.251717804361568,,
119,1,0.5,0.06,-0.2331015277071319,-0.12140014948066154,-0.034423707290718086,-0.28355572409078145,,
119,1,0.5,0.07,0.09684405276815432,0.058591012955660986,0.012836466142942093,-0.219085922830113,,
119,1,0.5,0.08,0.7049745853181807,0.46741815570686207,0.08185528784308782,-0.1751221830895734,,
119,1,0.5,0.09,0.5584741916332325,0.3946150717273357,0.059486030295912595,-0.15074444581025842,,
119,1,0.5,0.1,0.8250708484846421,0.8834638879124144,0.0816282641290389,-0.09239569975171576,,
119,1,0.6,0.0,0.25516177121226596,0.24532680712440014,0.07304114211900892,-0.29772996671322294,,
119,1,0.6,0.01,-0.4415955112588661,-0.31140646597400967,-0.11783008827210795,-0.37838035219841,,
119,1,0.6,0.02,-0.23748948418673954,-0.21121895754061656,-0.05868556209816256,-0.2778423053568833,,
119,1,0.6,0.03,0.1352510422686352,0.13689150326885224,0.031040095642801857,-0.22674961485257208,,
119,1,0.6,0.04,0.2434355901169057,0.18013474274968785,0.051537091592188666,-0.2861030071461768,,
119,1,0.6,0.05,0.19701332423991116,0.13020319361436755,0.038623925913350954,-0.29664346043420636,,
119,1,0.6,0.06,-0.24644167709774728,-0.13158079247356227,-0.04367248678338176,-0.33190624529911233,,
119,1,0.6,0.07,0.08352601297339,0.051449774720220456,0.013285427120502735,-0.25822128848469733,,
119,1,0.6,0.08,0.6978988934595548,0.4690582234346676,0.09724046681833953,-0.2073100138961397,,
119,1,0.6,0.09,0.5503644924356189,0.39325986017991077,0.07034666817832935,-0.17888087572971917,,
119,1,0.6,0.1,0.8208340143567605,0.8848820737971431,0.09745091227461078,-0.11012869981243528,,
119,1,0.7000000000000001,0.0,0.23090814020568512,0.22690594344711257,0.07711484328516649,-0.33985378308585595,,
119,1,0.7000000000000001,0.01,-0.4562478873734491,-0.331379088340632,-0.142029712828321,-0.42860191794095787,,
119,1,0.7000000000000001,0.02,-0.25542482853737347,-0.22870819586062224,-0.07363711830239195,-0.32196973976073584,,
119,1,0.7000000000000001,0.03,0.11584617795973624,0.1185046411221126,0.031017795604201925,-0.2617432980725183,,
119,1,0.7000000000000001,0.04,0.2258175563203848,0.1698045526708106,0.05577509608964237,-0.3284664351595451,,
119,1,0.7000000000000001,0.05,0.18061433796161694,0.12159579872922352,0.04131044084338509,-0.33973575793829475,,
119,1,0.7000000000000001,0.06,-0.25954150605918763,-0.14208633859064654,-0.05365959327318626,-0.3776548386385025,,
119,1,0.7000000000000001,0.07,0.07017713102605905,0.04401658974726679,0.013022554064460401,-0.2958555885231667,,
119,1,0.7000000000000001,0.08,0.6905115679863638,0.47049219046806967,0.11224636187897952,-0.23857221044904295,,
119,1,0.7000000000000001,0.09,0.5420410417329982,0.39170572710719603,0.08082990841565296,-0.2063536548535903,,
119,1,0.7000000000000001,0.1,0.8163472759509545,0.8860349537383172,0.11307127825280427,-0.12761491832318717,,
119,1,0.8,0.0,0.2063246393271822,0.20724637678443547,0.07874840724064036,-0.3799748321899468,,
119,1,0.8,0.01,-0.47000432544927545,-0.35164603904026703,-0.16721381066000374,-0.47551740129470377,,
119,1,0.8,0.02,-0.27283943932951943,-0.24628617208050432,-0.08989442719639318,-0.3649998960031305,,
119,1,0.8,0.03,0.09637229004587893,0.0989300321543422,0.02948990312299804,-0.29808848214049305,,
119,1,0.8,0.04,0.20799815248462197,0.15901928987772224,0.05871296978642593,-0.36921916725683546,,
119,1,0.8,0.05,0.16408578839656401,0.11257651318311884,0.04289142952751135,-0.3809980280499844,,
119,1,0.8,0.06,-0.272386241093029,-0.1529159898086175,-0.06436024217008862,-0.4208862804382909,,
119,1,0.8,0.07,0.05681130410127424,0.03628827605002758,0.012048341403113172,-0.33201746444232133,,
119,1,0.8,0.08,0.6828155284260935,0.47171016075389005,0.1268518049576426,-0.26891895810534855,,
119,1,0.8,0.09,0.5335079728162435,0.3899471889841698,0.09092279474185672,-0.23316694493609438,,
119,1,0.8,0.1,0.8116106971999436,0.886916288668723,0.1284745376379126,-0.1448553141703544,,
119,1,0.9,0.0,0.1814955314028537,0.1863706435481722,0.07793080154706744,-0.41814955436865386,,
119,1,0.9,0.01,-0.48284669950043246,-0.37216790786134685,-0.1932555962644752,-0.5192699106567609,,
119,1,0.9,0.02,-0.28969769879714347,-0.2639667902237223,-0.1073799478996289,-0.40679339930837566,,
119,1,0.9,0.03,0.07687198316217887,0.07927044544614467,0.02646316438212648,-0.33383393058015826,,
119,1,0.9,0.04,0.19001030396675636,0.1477664241265359,0.060339852736559285,-0.4083461658711375,,
119,1,0.9,0.05,0.14745389339653855,0.10313449556175719,0.04336190160860176,-0.4204403325232395,,
119,1,0.9,0.06,-0.2849617651841409,-0.16406797210702595,-0.07574807802600747,-0.46168717180581087,,
119,1,0.9,0.07,0.0434424433749165,0.02826211852530919,0.01036476053713753,-0.36673685760165914,,
119,1,0.9,0.08,0.6748141138048801,0.472702196617491,0.14103598685343122,-0.29836118355836,,
119,1,0.9,0.09,0.524769667551193,0.38797883498336766,0.10061277075644837,-0.2593254107811359,,
119,1,0.9,0.1,0.8066245673816671,0.8875199553452989,0.14364591119446213,-0.1618509086238801,,
119,1,1.0,0.0,0.15650623225732874,0.1643084621016271,0.07466762424551265,-0.4544356589457314,,
119,1,1.0,0.01,-0.4947615861128468,-0.3929030676250255,-0.22002715108800985,-0.5600036477648399,,
119,1,1.0,0.02,-0.30596680329338405,-0.2817605019845559,-0.1260114308930228,-0.44722886992843963,,
119,1,1.0,0.03,0.05738780894144724,0.059505665149369245,0.021950823796429653,-0.36888628572303805,,
119,1,1.0,0.04,0.17188744532654887,0.13603468685737355,0.06064971168956501,-0.4458400507302494,,
119,1,1.0,0.05,0.13074512060949334,0.09325984363773569,0.04272037497494119,-0.4580789899336188,,
119,1,1.0,0.06,-0.2972546511403737,-0.1755394940657218,-0.08779528132923231,-0.5001454618318647,,
119,1,1.0,0.07,0.030084442343307143,0.01993589699843163,0.00797525329704385,-0.40004486869445943,,
119,1,1.0,0.08,0.6665110810909181,0.473458338562778,0.15477850557883865,-0.3269105071603166,,
119,1,1.0,0.09,0.5158307517414491,0.38579533828442203,0.10988770541363468,-0.28483419707010965,,
119,1,1.0,0.1,0.8013894031604571,0.8878399561792895,0.158570687575595,-0.17860278361202006,,
125,1,0.1,0.0,-0.23652532585197422,-0.137845983588211,-0.01129225324003591,-0.08191934901614105,,
125,1,0.1,0.01,-0.217657132473811,-0.15622554946448874,-0.009755364932654054,-0.062444107036868014,,
