permutation,score
470,0.0
471,0.0
472,0.0
473,0.0
474,0.9968808660227406
475,0.0
476,0.0
477,0.0
478,0.9885472109624036
479,0.9968517654122035
480,0.0
481,0.66525013886938
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.6717019933974576
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.8870996408545041
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,1.112606777625854
507,0.0
508,0.5988472203865617
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.9956714865083299
515,0.8597761153952106
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,1.004420283188882
526,0.0
527,0.9928035841360249
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.21659463246508048
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,1.0270493826960894
545,0.0
546,1.0099696675216387
547,0.0
548,0.38732175280824427
549,0.0
550,0.0
551,0.0
552,0.0
553,1.0273301249797426
554,0.804609298853204
555,0.0
556,0.8358674436640987
557,0.0
558,0.0
559,1.0032118342365144
560,0.0
561,0.0
562,0.0
563,0.950219831916467
564,0.0
565,0.9781868189826244
566,0.0
567,0.0
568,0.0
569,0.0
570,1.0215547698307355
571,0.0
572,0.0
573,0.9274744839282687
574,0.0
575,0.0
576,0.97970081119006
577,0.0
578,0.0
579,0.0
580,0.21962222736593862
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,1.0697256962393473
588,0.0
589,0.0
590,1.1415966074184452
591,0.0
592,0.8659803800778955
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.38673228358734296
604,0.0
605,1.033805973632409
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.8822031041068302
612,0.0
613,1.051887326506936
614,0.5270000864696656
615,1.0803950173243664
616,0.002915695954266085
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,1.0478311370693587
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,1.024550606469269
632,0.1736016320061289
633,0.0
634,0.0
635,0.0
636,0.9090188186939088
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,1.0174404409107907
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,1.0005791698125417
654,0.0
655,0.0
656,0.0
657,1.0513981445691873
658,0.0
659,0.0
660,0.0
661,0.962276786864009
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,1.0662330926498917
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.7831955658372565
679,0.0
680,0.0
681,0.0
682,0.5931791160477612
683,0.0
684,0.9594857222859651
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.9604714419130937
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.9972275689492567
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.6936320626752337
707,0.0
708,0.0
709,0.9931313315204724
710,0.684401277540929
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.9386367633685543
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.9116590005036506
727,0.0
728,0.0
729,0.0
730,0.0
731,0.24995984995973214
732,0.0
733,0.0
734,0.0
735,0.0
736,0.8958334352773913
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,1.0136401267978439
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.3467323481186721
752,0.0
753,0.0
754,0.0
755,0.8275212037549692
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,1.0342598465429806
765,0.0
766,0.5095805423305104
767,0.0
768,0.4221485780745846
769,0.0
770,0.0
771,0.0
772,0.0
773,0.8598316809448515
774,1.0351982611987245
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.9740558263465279
782,1.0260539664747936
783,1.0513945408181882
784,0.0
785,0.48092148032553417
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,1.0290574407102662
796,0.0
797,0.0
798,0.0
799,1.1348993751317094
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,1.0767968690840148
809,0.0
810,0.0
811,0.8572107904257101
812,0.0
813,0.0
814,0.0
815,0.0
816,0.8522692648137876
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.9643368104344041
826,0.0
827,0.5377582800871652
828,0.0
829,0.0
830,0.9492977834323992
831,0.0
832,1.057269269118507
833,0.0
834,0.0
835,0.0
836,0.0
837,1.0356315798420528
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,1.025002520675645
846,0.0
847,0.7979986290352914
848,0.0
849,1.031789200330476
850,1.047191946159272
851,0.9887917448774373
852,0.0
853,0.0
854,0.0
855,0.0
856,1.0304859764005434
857,0.49499954915276223
858,0.0
859,0.0
860,0.0
861,0.0
862,1.023860075823231
863,1.0115887069535519
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.8950961294278554
878,0.0
879,0.0
880,0.8023289752455255
881,0.0
882,0.0
883,0.0
884,0.8702661830423226
885,1.0358932791049238
886,1.03184347091369
887,0.0
888,0.878112296844796
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,1.0068938648042294
896,0.0
897,1.032368783254166
898,0.8350538473347318
899,0.0
900,0.7914197024555286
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,1.0184979618021788
911,0.0
912,0.0
913,0.9276360109119781
914,0.0
915,0.0
916,0.0
917,1.0200210916774775
918,0.0
919,0.0
920,0.0
921,0.0
922,0.9992230679998098
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,1.0273475248917883
931,0.0
932,0.0
933,0.0
934,0.0
935,1.0486619242228776
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,1.0807495966277372
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.8707269049028717
949,0.0
950,0.0
951,0.0
952,1.0050014466939268
953,0.0
954,0.3531313082220023
955,0.0
956,0.0
957,0.800110558263351
958,0.0
959,0.0
960,1.0581923432663054
961,0.0
962,0.0
963,0.9054142267068368
964,0.0
965,0.0
966,0.0
967,1.031307364110558
968,0.0
969,0.0
970,0.0
971,0.0
972,0.6277524092678262
973,0.0
974,0.0
975,0.0
976,0.9147021655338218
977,0.0
978,0.6825220268209427
979,0.0
980,0.0
981,0.0
982,0.07353318841144776
983,0.0
984,0.0
985,0.0
986,0.0
987,1.0113177745945252
988,0.0
989,0.0
990,0.0
991,0.0
992,1.0983456694882405
993,0.0
994,0.0
995,0.0
996,0.8817824321624794
997,0.0
998,0.0
999,1.017847353829668
