timestamp,open,high,low,close,volume
2021-09-15 00:00:00,54.09,58.225,51.55,57.945,213809.4
2021-09-16 00:00:00,57.945,68.5,57.255,67.645,986700.5
2021-09-17 00:00:00,67.645,70.875,60.185,70.01,904824.9
2021-09-18 00:00:00,70.01,75.555,67.335,69.145,939168.9
2021-09-19 00:00:00,69.145,76.285,66.21,70.085,1373898.1
2021-09-20 00:00:00,70.085,70.45,54.73,57.42,1735241.3
2021-09-21 00:00:00,57.42,66.31,52.23,58.98,1720176.0
2021-09-22 00:00:00,58.98,74.685,57.68,73.98,1626061.3
2021-09-23 00:00:00,73.98,79.56,72.805,76.465,1620973.1
2021-09-24 00:00:00,76.465,78.845,66.52,72.355,1376536.6
2021-09-25 00:00:00,72.355,72.71,67.515,68.355,585522.5
2021-09-26 00:00:00,68.355,71.5,61.6,66.815,702232.4
2021-09-27 00:00:00,66.815,72.72,65.435,66.36,561907.5
2021-09-28 00:00:00,66.36,69.5,61.12,61.59,558054.0
2021-09-29 00:00:00,61.59,69.555,61.33,65.5,858469.4
2021-09-30 00:00:00,65.5,68.84,64.28,66.735,656706.1
2021-10-01 00:00:00,66.735,69.6,63.115,67.765,718367.1
2021-10-02 00:00:00,67.765,73.5,65.87,69.16,696011.1
2021-10-03 00:00:00,69.16,71.745,67.53,68.78,576217.4
2021-10-04 00:00:00,68.78,68.835,63.0,65.285,551417.7
2021-10-05 00:00:00,65.285,66.87,62.7,64.655,413311.4
2021-10-06 00:00:00,64.655,65.815,58.02,60.105,620569.6
2021-10-07 00:00:00,60.105,62.33,57.38,61.51,577110.2
2021-10-08 00:00:00,61.51,64.99,59.75,60.53,525901.1
2021-10-09 00:00:00,60.53,62.09,59.6,60.66,326488.6
2021-10-10 00:00:00,60.66,61.05,54.67,56.455,337807.8
2021-10-11 00:00:00,56.455,59.215,53.74,55.38,374636.6
2021-10-12 00:00:00,55.38,55.38,51.02,54.41,657239.8
2021-10-13 00:00:00,54.41,57.065,53.3,55.055,423563.8
2021-10-14 00:00:00,55.055,58.5,54.975,56.255,408560.6
2021-10-15 00:00:00,56.255,57.245,54.255,56.405,432307.9
2021-10-16 00:00:00,56.405,62.16,55.74,57.63,584457.1
2021-10-17 00:00:00,57.63,58.58,52.765,56.035,368095.3
2021-10-18 00:00:00,56.035,56.485,54.155,55.55,257500.9
2021-10-19 00:00:00,55.55,58.275,55.2,56.875,288255.9
2021-10-20 00:00:00,56.875,61.715,56.8,59.725,359037.0
2021-10-21 00:00:00,59.725,64.465,58.82,61.45,714943.8
2021-10-22 00:00:00,61.45,68.81,61.42,65.5,816474.7
2021-10-23 00:00:00,65.5,69.22,64.545,65.535,421317.4
2021-10-24 00:00:00,65.535,67.65,62.005,64.545,308643.8
2021-10-25 00:00:00,64.545,69.95,64.4,69.82,273075.8
2021-10-26 00:00:00,69.82,73.035,67.63,68.65,503839.0
2021-10-27 00:00:00,68.65,69.815,55.925,61.51,672255.5
2021-10-28 00:00:00,61.51,64.995,61.46,64.315,293987.3
2021-10-29 00:00:00,64.315,66.215,63.505,64.885,238489.5
2021-10-30 00:00:00,64.885,64.995,61.005,62.27,234903.6
2021-10-31 00:00:00,62.27,64.515,60.105,64.515,200952.1
2021-11-01 00:00:00,64.515,66.895,62.205,64.98,328783.3
2021-11-02 00:00:00,64.98,68.075,64.375,67.765,248082.4
2021-11-03 00:00:00,67.765,75.59,67.155,75.585,810840.0
2021-11-04 00:00:00,75.585,81.085,74.005,79.015,1125782.5
2021-11-05 00:00:00,79.015,81.09,72.01,74.235,454563.4
2021-11-06 00:00:00,74.235,78.765,72.4,78.765,296767.0
2021-11-07 00:00:00,78.765,88.885,78.1,87.545,1162449.5
2021-11-08 00:00:00,87.545,96.99,83.625,91.28,1487598.9
2021-11-09 00:00:00,91.28,91.625,87.115,88.295,524225.9
2021-11-10 00:00:00,88.295,94.045,78.0,85.29,909495.4
