lookback,objective_value,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,calmar_ratio,win_rate,avg_win,avg_loss,profit_factor,total_trades,winning_trades,losing_trades
1447,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1446,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1445,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1452,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1451,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1450,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1449,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1448,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1440,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1441,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1442,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1443,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1444,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1439,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1437,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1438,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1432,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1433,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1434,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1435,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1436,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1429,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1431,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1430,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1454,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1453,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1455,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
1468,1.0282303131558397,0.5920553184160826,0.3933617170010939,0.44527037472126757,0.8834221617535915,-0.44740976773123176,0.8791978749051236,0.43393641915415787,0.0031785094064999317,-0.003162367859315068,1.0282303131558397,7,7603,7432
