permutation,score
0,0.950802325725968
1,0.6769522334745312
2,0.727332099566381
3,0.8657128568783354
4,0.8268619053972831
5,0.9489040167029791
6,0.67957351520543
7,0.7931727704273269
8,0.8004646742353118
9,0.9972909225215678
10,0.7350966211723812
11,0.7633912579018367
12,1.002692738781103
13,0.7481327905190673
14,0.9566638394427892
15,0.8207216393269039
16,0.7356797656916099
17,0.8560333603629413
18,0.8019191072489613
19,0.6848248966521315
20,0.7958500870469322
21,0.7826611471438808
22,0.8471765446819602
23,0.704104950070736
24,0.86487603493766
25,0.803338028987211
26,0.8681940098597474
27,0.7879127262668089
28,0.8357292500627779
29,0.7018473934381192
30,0.9913786911242051
31,0.7822318125178885
32,0.7588933564037904
33,0.7374614203971336
34,0.8478177617863838
35,0.8663171725323573
36,0.741156587716472
37,0.7514151890071845
38,0.9463083932617625
39,0.7260587399093249
40,0.8434667947080099
41,0.7254822535970191
42,0.6853243637018792
43,0.7377520840602864
44,0.704658068445223
45,0.9176637813296351
46,0.87955094799526
47,0.8774055366199028
48,0.8413130949770019
49,0.9201053667123895
50,0.7252266721988002
51,0.7723021313460258
52,0.7821895495276098
53,0.8461915986287151
54,0.7509178034986623
55,0.9766103466423455
56,0.7165674238979118
57,0.7369510581977129
58,0.8223696210119321
59,0.9054444903901647
60,0.8058386418842988
61,0.7798290263194666
62,0.7820782637518666
63,0.9233736353041377
64,0.7132386914410163
65,0.7192206865497665
66,0.9177683520336484
67,0.8592663309226168
68,0.7967413444377778
69,0.68962505143074
70,1.0190174231742275
71,0.8147402724307549
72,0.8663583074944149
73,0.9057610400763177
74,0.6518353489193256
75,0.7921055823873858
76,0.8704797077271632
77,0.6491891753344811
78,0.887681150800291
79,0.6499613292344205
80,0.8363169404260848
81,0.7352546858676619
82,0.9070267106815801
83,0.7432773541237054
84,0.8071026335289844
85,0.9016084291262982
86,0.8447037288002546
87,0.7619810619923462
88,0.8658749502075271
89,0.7115749701530003
90,0.9310601162880598
91,0.8812100454901102
92,0.9438085839799847
93,0.7467736909594624
94,0.7162742019085574
95,0.7872230992430544
96,0.6919727614417125
97,0.8490837395725684
98,1.02159338959505
99,0.7317452941031836
100,0.7148993166633345
101,0.6778264187081189
102,0.8684933804681346
103,0.8685071961027016
104,0.8613349396685692
105,0.716430403447787
106,0.8049913260115541
107,0.9726325491183597
108,0.8062824477396215
109,0.9636638700819867
110,0.934188081020301
111,0.838408735163052
112,0.7389427219280644
113,0.8555668422308877
114,0.9276684663045766
115,0.9876570519621315
