window_id,train_start,train_end,test_start,test_end,optimal_params,is_sharpe_ratio,is_total_return,is_max_drawdown,is_profit_factor,is_win_rate,is_total_trades,oos_sharpe_ratio,oos_total_return,oos_max_drawdown,oos_profit_factor,oos_win_rate,oos_total_trades,test_equity_curve,test_data
0,2022-10-01 00:00:00,2024-09-29 23:00:00,2024-09-30 00:00:00,2024-10-29 23:00:00,"{'macd_fast': 2, 'macd_slow': 6, 'macd_signal': 3, 'atr_window': 57, 'atr_multiplier': 1.0}",0.8286647066710829,0.1384413280847363,-0.901758086488968,1.0210378154635344,0.4999429223744292,22,1.9213645025992052,0.05011794907669964,-0.18526340170416078,1.0387521112492346,0.46111111111111114,12,"timestamp
2024-09-30 00:00:00    10000.000000
2024-09-30 01:00:00    10000.000000
2024-09-30 02:00:00    10000.000000
2024-09-30 03:00:00    10000.000000
2024-09-30 04:00:00    10000.000000
                           ...     
2024-10-29 19:00:00    10424.507185
2024-10-29 20:00:00    10439.724589
2024-10-29 21:00:00    10463.721265
2024-10-29 22:00:00    10511.129332
2024-10-29 23:00:00    10501.179491
Length: 720, dtype: float64","                       open    high     low   close     volume
timestamp                                                     
2024-09-30 00:00:00  158.38  159.01  156.55  158.63   441040.5
2024-09-30 01:00:00  158.63  159.78  157.07  157.22   587294.7
2024-09-30 02:00:00  157.22  157.77  155.93  155.94   549831.4
2024-09-30 03:00:00  155.94  156.81  155.27  156.11   561844.6
2024-09-30 04:00:00  156.11  156.11  155.13  155.93   262803.5
...                     ...     ...     ...     ...        ...
2024-10-29 19:00:00  181.30  181.95  178.01  178.11  1069069.3
2024-10-29 20:00:00  178.11  178.97  176.33  178.37   809390.7
2024-10-29 21:00:00  178.37  179.28  177.79  178.78   306001.1
2024-10-29 22:00:00  178.78  180.30  178.55  179.59   359252.8
2024-10-29 23:00:00  179.59  179.88  178.69  179.42   154308.0

[720 rows x 5 columns]"
1,2022-10-31 00:00:00,2024-10-29 23:00:00,2024-10-30 00:00:00,2024-11-28 23:00:00,"{'macd_fast': 2, 'macd_slow': 5, 'macd_signal': 2, 'atr_window': 69, 'atr_multiplier': 0.5}",1.0625648599887163,0.45751419856516606,-0.9069094563498076,1.0251558215654963,0.4994292237442922,18,20.858031615545315,0.23538416609229795,-0.14121716653362276,1.1099338759727386,0.4666666666666667,12,"timestamp
2024-10-30 00:00:00    10000.000000
2024-10-30 01:00:00    10000.000000
2024-10-30 02:00:00    10000.000000
2024-10-30 03:00:00    10000.000000
2024-10-30 04:00:00    10000.000000
                           ...     
2024-11-28 19:00:00    12244.722555
2024-11-28 20:00:00    12259.791384
2024-11-28 21:00:00    12259.271769
2024-11-28 22:00:00    12374.626253
2024-11-28 23:00:00    12353.841661
Length: 720, dtype: float64","                       open    high     low   close    volume
timestamp                                                    
2024-10-30 00:00:00  179.42  179.52  177.93  178.33  171949.1
2024-10-30 01:00:00  178.33  180.13  176.86  179.93  393800.6
2024-10-30 02:00:00  179.93  180.94  179.33  179.67  385543.7
2024-10-30 03:00:00  179.67  180.53  179.67  180.14  125962.5
2024-10-30 04:00:00  180.14  180.89  179.88  180.73  113133.6
...                     ...     ...     ...     ...       ...
2024-11-28 19:00:00  236.85  236.90  234.74  235.65  117101.1
2024-11-28 20:00:00  235.65  236.33  235.02  235.94   80040.2
2024-11-28 21:00:00  235.94  236.87  235.62  235.93   63293.9
2024-11-28 22:00:00  235.93  238.25  235.79  238.15  112544.3
2024-11-28 23:00:00  238.15  238.56  237.05  237.75  147665.7

[720 rows x 5 columns]"
2,2022-11-30 00:00:00,2024-11-28 23:00:00,2024-11-29 00:00:00,2024-12-28 23:00:00,"{'macd_fast': 3, 'macd_slow': 7, 'macd_signal': 2, 'atr_window': 96, 'atr_multiplier': 1.5}",4.954943102205811,12.246218026128068,-0.47298364354201744,1.0612706574429056,0.5014840182648402,18,-0.732770152966518,-0.1056004405269968,-0.2229467785587061,0.9628231951486919,0.4083333333333333,16,"timestamp
2024-11-29 00:00:00    10000.000000
2024-11-29 01:00:00    10000.000000
2024-11-29 02:00:00    10000.000000
2024-11-29 03:00:00    10000.000000
2024-11-29 04:00:00    10000.000000
                           ...     
2024-12-28 19:00:00     9023.967507
2024-12-28 20:00:00     9046.331739
2024-12-28 21:00:00     8990.611579
2024-12-28 22:00:00     8956.848801
2024-12-28 23:00:00     8943.995595
Length: 720, dtype: float64","                       open    high     low   close    volume
timestamp                                                    
2024-11-29 00:00:00  237.75  239.02  236.87  237.08  174314.5
2024-11-29 01:00:00  237.08  238.54  236.69  238.23  118241.9
2024-11-29 02:00:00  238.23  241.75  238.17  241.73  235533.8
2024-11-29 03:00:00  241.73  243.33  241.25  242.17  270683.4
2024-11-29 04:00:00  242.17  242.33  240.40  240.69  161362.7
...                     ...     ...     ...     ...       ...
2024-12-28 19:00:00  193.67  194.09  193.46  193.68   85180.3
2024-12-28 20:00:00  193.68  194.01  192.59  193.20  144567.5
2024-12-28 21:00:00  193.20  194.40  192.81  194.39  104523.2
2024-12-28 22:00:00  194.39  196.03  193.93  195.12  237712.5
2024-12-28 23:00:00  195.12  195.52  194.17  195.40  140870.4

[720 rows x 5 columns]"
3,2022-12-30 00:00:00,2024-12-28 23:00:00,2024-12-29 00:00:00,2025-01-27 23:00:00,"{'macd_fast': 2, 'macd_slow': 8, 'macd_signal': 2, 'atr_window': 57, 'atr_multiplier': 1.0}",6.307634575976828,18.888928571428426,-0.47298364354201733,1.068060725472035,0.5055365296803653,2,-0.6242552638080839,-0.14727916754740478,-0.3917224189214684,0.9615154544817381,0.44305555555555554,34,"timestamp
2024-12-29 00:00:00    10000.000000
2024-12-29 01:00:00    10000.000000
2024-12-29 02:00:00    10000.000000
2024-12-29 03:00:00    10000.000000
2024-12-29 04:00:00    10000.000000
                           ...     
2025-01-27 19:00:00     8224.624106
2025-01-27 20:00:00     8510.862238
2025-01-27 21:00:00     8494.879398
2025-01-27 22:00:00     8529.024556
2025-01-27 23:00:00     8527.208325
Length: 720, dtype: float64","                       open    high     low   close    volume
timestamp                                                    
2024-12-29 00:00:00  195.40  195.64  193.64  193.93  138267.5
2024-12-29 01:00:00  193.93  194.44  192.29  192.50  225952.0
2024-12-29 02:00:00  192.50  194.25  192.33  193.66  129264.0
2024-12-29 03:00:00  193.66  194.84  193.18  194.70  102453.4
2024-12-29 04:00:00  194.70  194.80  194.04  194.33   86687.2
...                     ...     ...     ...     ...       ...
2025-01-27 19:00:00  224.76  228.12  224.63  226.42  441740.3
2025-01-27 20:00:00  226.42  235.20  226.35  234.30  598207.1
2025-01-27 21:00:00  234.30  237.83  232.55  233.86  619416.4
2025-01-27 22:00:00  233.86  236.13  233.35  234.80  170847.5
2025-01-27 23:00:00  234.80  235.59  233.72  234.75  180677.8

[720 rows x 5 columns]"
4,2023-01-29 00:00:00,2025-01-27 23:00:00,2025-01-28 00:00:00,2025-02-26 23:00:00,"{'macd_fast': 2, 'macd_slow': 6, 'macd_signal': 4, 'atr_window': 99, 'atr_multiplier': 1.5}",2.174969858747303,2.852724706973716,-0.6641849568673373,1.0387258594225581,0.5009703196347032,28,408.2131431264709,0.5737306377292188,-0.16552744709892767,1.2167397988864606,0.45694444444444443,2,"timestamp
2025-01-28 00:00:00    10000.000000
2025-01-28 01:00:00    10000.000000
2025-01-28 02:00:00    10000.000000
2025-01-28 03:00:00    10000.000000
2025-01-28 04:00:00    10000.000000
                           ...     
2025-02-26 19:00:00    16152.627809
2025-02-26 20:00:00    15726.559858
2025-02-26 21:00:00    15634.809011
2025-02-26 22:00:00    15691.057589
2025-02-26 23:00:00    15737.306377
Length: 720, dtype: float64","                       open    high     low   close     volume
timestamp                                                     
2025-01-28 00:00:00  234.75  237.72  234.17  235.04   377482.7
2025-01-28 01:00:00  235.04  235.77  232.87  234.26   239614.1
2025-01-28 02:00:00  234.26  236.96  234.09  236.11   166302.4
2025-01-28 03:00:00  236.11  237.68  234.94  236.55   226719.6
2025-01-28 04:00:00  236.55  242.04  236.53  239.67   426251.1
...                     ...     ...     ...     ...        ...
2025-02-26 19:00:00  131.34  133.52  130.63  131.93  1160248.6
2025-02-26 20:00:00  131.93  135.78  130.83  135.41  1300086.2
2025-02-26 21:00:00  135.41  136.80  133.86  136.20   914791.8
2025-02-26 22:00:00  136.20  137.91  135.28  135.71   474337.1
2025-02-26 23:00:00  135.71  136.61  134.52  135.31   301486.4

[720 rows x 5 columns]"
5,2023-02-28 00:00:00,2025-02-26 23:00:00,2025-02-27 00:00:00,2025-03-28 23:00:00,"{'macd_fast': 2, 'macd_slow': 7, 'macd_signal': 2, 'atr_window': 70, 'atr_multiplier': 1.5}",1.3127750941013199,1.0669810623150204,-0.7062710368713163,1.0276475934055695,0.5018264840182648,40,-0.9049172626702132,-0.28180176662932443,-0.4639399512830257,0.8891796535317933,0.42083333333333334,20,"timestamp
2025-02-27 00:00:00    10000.000000
2025-02-27 01:00:00    10000.000000
2025-02-27 02:00:00    10000.000000
2025-02-27 03:00:00    10000.000000
2025-02-27 04:00:00    10000.000000
                           ...     
2025-03-28 19:00:00     7186.358350
2025-03-28 20:00:00     7246.920671
2025-03-28 21:00:00     7207.931390
2025-03-28 22:00:00     7163.210240
2025-03-28 23:00:00     7181.982334
Length: 720, dtype: float64","                       open    high     low   close    volume
timestamp                                                    
2025-02-27 00:00:00  135.31  137.27  134.89  136.17  352194.1
2025-02-27 01:00:00  136.17  138.30  135.01  136.92  503309.3
2025-02-27 02:00:00  136.92  138.77  135.52  135.84  425310.3
2025-02-27 03:00:00  135.84  139.05  135.40  138.54  381547.4
2025-02-27 04:00:00  138.54  139.39  137.00  137.80  270194.5
...                     ...     ...     ...     ...       ...
2025-03-28 19:00:00  129.53  129.63  129.02  129.34  132766.9
2025-03-28 20:00:00  129.34  130.40  127.46  128.25  690091.5
2025-03-28 21:00:00  128.25  129.25  127.69  128.94  272491.6
2025-03-28 22:00:00  128.94  129.82  128.92  129.74  167447.7
2025-03-28 23:00:00  129.74  129.76  129.01  129.40  103233.2

[720 rows x 5 columns]"
6,2023-03-30 00:00:00,2025-03-28 23:00:00,2025-03-29 00:00:00,2025-04-27 23:00:00,"{'macd_fast': 3, 'macd_slow': 7, 'macd_signal': 3, 'atr_window': 96, 'atr_multiplier': 1.0}",2.139103208005594,2.7458610119499594,-0.5960160754848866,1.0381874815697985,0.5015981735159817,36,-0.8965807602530664,-0.16624368731686812,-0.3951601721620324,0.935199613015676,0.4305555555555556,20,"timestamp
2025-03-29 00:00:00    10000.000000
2025-03-29 01:00:00    10000.000000
2025-03-29 02:00:00    10000.000000
2025-03-29 03:00:00    10000.000000
2025-03-29 04:00:00    10000.000000
                           ...     
2025-04-27 19:00:00     8455.970394
2025-04-27 20:00:00     8382.670657
2025-04-27 21:00:00     8415.373617
2025-04-27 22:00:00     8371.393775
2025-04-27 23:00:00     8337.563127
Length: 720, dtype: float64","                       open    high     low   close    volume
timestamp                                                    
2025-03-29 00:00:00  129.40  130.45  129.28  129.70  232804.9
2025-03-29 01:00:00  129.70  129.93  129.06  129.41  105790.6
2025-03-29 02:00:00  129.41  129.67  126.96  127.04  330081.8
2025-03-29 03:00:00  127.04  129.12  126.26  128.73  501470.9
2025-03-29 04:00:00  128.73  129.04  127.88  128.51  274501.4
...                     ...     ...     ...     ...       ...
2025-04-27 19:00:00  149.70  150.03  149.42  149.97  145895.1
2025-04-27 20:00:00  149.97  150.04  148.66  148.67  191941.9
2025-04-27 21:00:00  148.67  149.67  148.39  149.25  194188.2
2025-04-27 22:00:00  149.25  149.28  147.73  148.47  378754.0
2025-04-27 23:00:00  148.47  148.63  147.85  147.87  169376.1

[720 rows x 5 columns]"
7,2023-04-29 00:00:00,2025-04-27 23:00:00,2025-04-28 00:00:00,2025-05-27 23:00:00,"{'macd_fast': 3, 'macd_slow': 4, 'macd_signal': 2, 'atr_window': 95, 'atr_multiplier': 1.0}",2.08367330947968,2.605904498023661,-0.6607024287960864,1.0373983553907524,0.5018264840182648,36,3.3094281333209308,0.08111004664479604,-0.1315918367346944,1.055474603831633,0.4597222222222222,10,"timestamp
2025-04-28 00:00:00    10000.000000
2025-04-28 01:00:00    10000.000000
2025-04-28 02:00:00    10000.000000
2025-04-28 03:00:00    10000.000000
2025-04-28 04:00:00    10000.000000
                           ...     
2025-05-27 19:00:00    10858.227659
2025-05-27 20:00:00    10890.053816
2025-05-27 21:00:00    10790.291057
2025-05-27 22:00:00    10803.755969
2025-05-27 23:00:00    10811.100466
Length: 720, dtype: float64","                       open    high     low   close    volume
timestamp                                                    
2025-04-28 00:00:00  147.87  148.44  146.68  146.95  475287.6
2025-04-28 01:00:00  146.95  147.30  144.53  144.90  732048.0
2025-04-28 02:00:00  144.90  146.14  144.55  145.97  403313.4
2025-04-28 03:00:00  145.97  149.53  145.49  148.37  566670.6
2025-04-28 04:00:00  148.37  149.50  148.36  148.70  268608.4
...                     ...     ...     ...     ...       ...
2025-05-27 19:00:00  178.48  179.22  177.25  177.41  490583.9
2025-05-27 20:00:00  177.41  178.57  177.09  177.93  248851.8
2025-05-27 21:00:00  177.93  178.18  175.72  176.30  458150.5
2025-05-27 22:00:00  176.30  176.89  175.43  176.52  378779.9
2025-05-27 23:00:00  176.52  176.94  175.98  176.64  245873.3

[720 rows x 5 columns]"
8,2023-05-29 00:00:00,2025-05-27 23:00:00,2025-05-28 00:00:00,2025-06-26 23:00:00,"{'macd_fast': 2, 'macd_slow': 6, 'macd_signal': 3, 'atr_window': 96, 'atr_multiplier': 0.5}",2.9625323669343113,4.9001145040591725,-0.6607024287960859,1.0456639146883369,0.5024543378995434,36,-0.8634000146998476,-0.08624673145068551,-0.2206139447763915,0.9585243424682802,0.41944444444444445,32,"timestamp
2025-05-28 00:00:00    10000.000000
2025-05-28 01:00:00    10000.000000
2025-05-28 02:00:00    10000.000000
2025-05-28 03:00:00    10000.000000
2025-05-28 04:00:00    10000.000000
                           ...     
2025-06-26 19:00:00     8934.009626
2025-06-26 20:00:00     8889.405541
2025-06-26 21:00:00     9051.743552
2025-06-26 22:00:00     9138.190251
2025-06-26 23:00:00     9137.532685
Length: 720, dtype: float64","                       open    high     low   close    volume
timestamp                                                    
2025-05-28 00:00:00  176.64  177.30  175.76  177.12  294417.2
2025-05-28 01:00:00  177.12  177.36  175.06  175.38  342823.1
2025-05-28 02:00:00  175.38  175.38  174.21  174.51  624482.4
2025-05-28 03:00:00  174.51  175.23  174.10  175.02  227141.5
2025-05-28 04:00:00  175.02  175.24  174.22  174.81  199682.5
...                     ...     ...     ...     ...       ...
2025-06-26 19:00:00  141.43  142.58  141.11  142.21  238612.0
2025-06-26 20:00:00  142.21  143.95  141.92  142.92  416592.5
2025-06-26 21:00:00  142.92  143.19  139.30  140.31  842354.4
2025-06-26 22:00:00  140.31  140.80  138.83  138.97  396414.8
2025-06-26 23:00:00  138.97  139.29  138.52  138.98  256458.7

[720 rows x 5 columns]"
9,2023-06-28 00:00:00,2025-06-26 23:00:00,2025-06-27 00:00:00,2025-07-26 23:00:00,"{'macd_fast': 2, 'macd_slow': 5, 'macd_signal': 2, 'atr_window': 75, 'atr_multiplier': 1.5}",3.5255901263685474,6.697531926707393,-0.6607024287960854,1.0503009405837964,0.5030821917808219,2,2.9087973838027663,0.07270865862255138,-0.14242703831399034,1.0516503157341313,0.4444444444444444,8,"timestamp
2025-06-27 00:00:00    10000.000000
2025-06-27 01:00:00    10000.000000
2025-06-27 02:00:00    10000.000000
2025-06-27 03:00:00    10000.000000
2025-06-27 04:00:00    10000.000000
                           ...     
2025-07-26 19:00:00    10819.921606
2025-07-26 20:00:00    10789.750225
2025-07-26 21:00:00    10814.699637
2025-07-26 22:00:00    10740.431620
2025-07-26 23:00:00    10727.086586
Length: 720, dtype: float64","                       open    high     low   close    volume
timestamp                                                    
2025-06-27 00:00:00  138.98  139.26  137.76  137.81  334870.8
2025-06-27 01:00:00  137.81  139.80  137.09  139.37  605388.2
2025-06-27 02:00:00  139.37  140.99  139.15  140.81  238093.7
2025-06-27 03:00:00  140.81  141.53  140.67  141.28  210317.4
2025-06-27 04:00:00  141.28  141.52  140.73  141.28  198902.3
...                     ...     ...     ...     ...       ...
2025-07-26 19:00:00  186.06  186.70  185.88  186.48   82984.3
2025-07-26 20:00:00  186.48  186.56  185.12  185.96  279468.2
2025-07-26 21:00:00  185.96  186.50  185.45  186.39  111346.5
2025-07-26 22:00:00  186.39  186.84  184.81  185.11  284709.9
2025-07-26 23:00:00  185.11  185.12  184.23  184.88  283276.9

[720 rows x 5 columns]"
